household_id;iris_id;commune_id;departement_id;region_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
283578;310800000;31080;31;76;all;all;2;2;1899.3703492886782;1804309
301317;311070000;31107;31;76;some;all;1;2;2644.5;1808449
309707;310690109;31069;31;76;all;all;1;2;4206.0;1810678
322806;311280000;31128;31;76;all;all;2;2;4451.534212940127;1814206
323180;311130102;31113;31;76;all;all;2;2;2812.5;1814311
346273;311500000;31150;31;76;all;some;3;2;7088.0;1820145
352330;314670102;31467;31;76;none;all;0;2;2283.0;1821384
352693;311600000;31160;31;76;all;all;2;2;3174.6004017355585;1821458
364969;311670000;31167;31;76;all;all;1;2;1548.4308880058525;1823973
373156;311850000;31185;31;76;all;some;3;2;4001.856856676918;1825624
373159;311860000;31186;31;76;all;some;3;2;6502.0;1825624
382550;312110000;31211;31;76;some;some;2;2;3718.4581260379828;1827502
383011;312120000;31212;31;76;all;all;3;2;2449.765450590299;1827594
406308;311690101;31169;31;76;all;all;2;2;4246.5;1832233
408359;312320101;31232;31;76;all;some;3;2;3502.0;1832638
456042;313110000;31311;31;76;all;all;2;2;233.4420190430139;1843428
457032;313170000;31317;31;76;all;all;2;2;3391.0000368612614;1843624
487240;313640000;31364;31;76;some;some;2;2;3052.1669931940783;1850686
497781;313830000;31383;31;76;all;all;3;2;3448.0067933708583;1853308
508756;314330104;31433;31;76;some;some;2;2;2067.5;1855486
538590;314680000;31468;31;76;all;all;1;2;1554.9820268526323;1861631
545955;314830103;31483;31;76;all;all;1;2;906.0;1863388
547088;314850000;31485;31;76;some;all;1;2;2477.8929040576772;1863660
551501;311490501;31149;31;76;all;all;1;2;1199.0;1864742
552290;311490902;31149;31;76;all;all;1;2;3704.0;1864976
579670;314880101;31488;31;76;all;all;2;2;877.5;1872784
589766;314930000;31493;31;76;all;all;2;2;3932.812795192969;1875870
594640;314970000;31497;31;76;all;all;2;2;3176.343505136814;1877109
617717;311570105;31157;31;76;all;all;2;2;3379.5;1883660
619719;315570101;31557;31;76;none;all;0;2;229.5;1884252
653433;315730000;31573;31;76;all;all;2;2;4733.9426635838045;1892897
658450;315552101;31555;31;76;none;all;0;2;2467.0;1893903
694773;315553802;31555;31;76;all;all;1;2;1282.0;1905351
716661;315552102;31555;31;76;all;all;1;2;2820.0;1912168
731065;315553401;31555;31;76;none;all;0;2;775.0;1916658
745867;315551807;31555;31;76;all;all;1;2;6943.5;1921250
754324;315551805;31555;31;76;none;all;0;2;1285.0;1923910
887742;315554501;31555;31;76;all;all;1;2;2158.0;1965498
929383;315551802;31555;31;76;all;all;2;2;5143.5;1978468
958493;321500000;32150;32;76;some;all;1;2;2189.1462957379354;1984690
982302;322890000;32289;32;76;all;all;2;2;2707.727245556375;1989483
995579;323340000;32334;32;76;all;all;1;2;4481.566165324193;1992116
996485;323380000;32338;32;76;none;all;0;2;1221.4572436704368;1992297
998789;323450000;32345;32;76;all;some;2;2;5128.427575297847;1992759
1022352;320130401;32013;32;76;some;all;1;2;3790.5;1998685
1037206;810520000;81052;81;76;all;all;2;2;2208.3240419023364;6358877
1039330;810640000;81064;81;76;all;all;2;2;3206.6357918000103;6359302
1050780;811010000;81101;81;76;all;all;2;2;4984.640450720349;6361623
1050861;811010000;81101;81;76;all;all;2;2;2188.344816996273;6361639
1056060;810990105;81099;81;76;some;all;1;2;3268.5;6362756
1059997;810990103;81099;81;76;all;all;2;2;3838.5;6363949
1067572;811280000;81128;81;76;all;all;2;2;357.2065968467367;6366141
1147003;813050000;81305;81;76;none;all;0;2;1495.8146903970314;6382934
1160654;810040501;81004;81;76;all;all;2;2;612.0;6387122
1216490;820200000;82020;82;76;some;some;3;2;5409.456452755792;6403044
1261130;821200000;82120;82;76;all;some;2;2;3664.5819521910043;6413342
1274316;821360000;82136;82;76;all;all;2;2;3096.412275549581;6415972
1279751;821580000;82158;82;76;all;some;3;2;4397.262026715844;6417064
1309695;821211102;82121;82;76;all;all;2;2;5611.5;6424994
1317900;821210502;82121;82;76;some;all;1;2;3819.0;6427593
1360365;324590000;32459;32;76;none;all;0;2;2528.2291445340147;8153312
116;090030000;09003;09;76;some;all;1;3;2931.7102919102904;410144
11664;091010000;09101;09;76;all;all;1;3;2038.8608800537418;412482
104453;111060101;11106;11;76;all;all;1;3;1727.0;468118
116888;112030106;11203;11;76;all;all;2;3;1873.5;470662
161701;113040000;11304;11;76;some;some;2;3;3400.0;480697
215079;110690703;11069;11;76;some;all;1;3;900.0;493062
279003;310660000;31066;31;76;some;all;2;3;808.0;1803394
367500;311810000;31181;31;76;all;all;1;3;3129.7057967325677;1824482
368573;311810000;31181;31;76;some;all;1;3;2461.6646920882586;1824702
373274;311860000;31186;31;76;some;all;1;3;216.0;1825647
414609;312320102;31232;31;76;all;all;2;3;4044.0;1833899
498159;313870000;31387;31;76;all;all;2;3;5149.6543397334335;1853381
520763;314450000;31445;31;76;all;all;2;3;3043.5;1857887
637064;315880101;31588;31;76;all;all;2;3;4155.0;1889389
817677;315552402;31555;31;76;all;all;1;3;1139.0;1943693
846379;315551807;31555;31;76;all;all;1;3;245.0;1952689
940132;320680000;32068;32;76;all;all;2;3;2183.1526578018784;1981049
976608;322530000;32253;32;76;some;all;1;3;1643.56392456737;1988344
1004261;324060000;32406;32;76;some;all;1;3;3497.345438769501;1993865
1009929;324370000;32437;32;76;all;all;1;3;1091.6347689605875;1994994
1063787;811050107;81105;81;76;all;all;2;3;858.0;6365073
1109766;811200101;81120;81;76;all;all;1;3;1149.0;6375497
1124113;812450000;81245;81;76;all;all;1;3;1303.9555029983994;6378369
1142372;812880000;81288;81;76;some;all;1;3;2132.4001934437647;6381991
1195052;810650302;81065;81;76;all;all;1;3;1258.0;6397502
1208542;820020000;82002;82;76;all;all;1;3;2873.5619768395577;6401466
1290324;821860000;82186;82;76;all;all;1;3;231.0;6419179
2193;090300000;09030;09;76;some;all;1;2;1451.2012800982466;410562
5599;090470000;09047;09;76;all;all;2;2;2518.633934049007;411250
5935;090510000;09051;09;76;all;all;2;2;3157.6876941430914;411318
38811;091940000;09194;09;76;some;some;2;2;4653.0;417900
39430;091940000;09194;09;76;all;all;1;2;2728.5;418022
71814;092250102;09225;09;76;some;all;1;2;1918.5;425159
76781;110150000;11015;11;76;some;all;1;2;2933.069329066351;461905
127761;112060103;11206;11;76;all;all;2;2;2353.0;473565
132292;111720000;11172;11;76;all;all;1;2;2381.7711243723256;474732
136915;111980000;11198;11;76;some;all;1;2;1824.6440519017315;475743
153663;112790000;11279;11;76;all;all;2;2;2603.1347671950207;479095
165821;113170000;11317;11;76;some;all;1;2;3320.0898936701624;481522
169445;113390000;11339;11;76;some;all;1;2;2792.3366132047245;482247
174417;113790101;11379;11;76;some;all;1;2;3864.0;483236
178984;113790102;11379;11;76;all;all;1;2;3934.5;484152
188686;114040000;11404;11;76;all;all;3;2;2417.0205198230724;486079
200267;114320000;11432;11;76;none;all;0;2;3053.5243519497317;488420
222333;110690302;11069;11;76;some;all;1;2;2269.5;495354
267589;310330103;31033;31;76;all;all;3;2;453.0;1801085
270953;310420000;31042;31;76;all;all;1;2;1643.7953288409446;1801768
272421;310480000;31048;31;76;all;all;1;2;2815.100482994597;1802066
285561;310840000;31084;31;76;all;all;2;2;2849.539921536438;1804704
292312;310970000;31097;31;76;all;all;2;2;3089.0036754432476;1806062
306865;311090000;31109;31;76;all;all;2;2;2733.560747934149;1809929
324475;311130102;31113;31;76;some;all;1;2;3381.0;1814661
329740;311350000;31135;31;76;some;all;1;2;180.0;1816026
332637;311360000;31136;31;76;all;all;2;2;4750.745379688948;1816768
333659;315060102;31506;31;76;all;all;1;2;3976.5;1817031
344671;311500000;31150;31;76;all;all;2;2;4392.0;1819820
362234;311160103;31116;31;76;some;all;1;2;931.5;1823420
391499;312340000;31234;31;76;all;all;2;2;2472.5400761766277;1829290
477737;314240105;31424;31;76;all;all;2;2;843.0;1848027
512583;314180000;31418;31;76;all;all;1;2;5439.431195168761;1856246
513462;314200000;31420;31;76;all;some;2;2;3472.084342598507;1856421
514056;314210000;31421;31;76;none;all;0;2;3613.5;1856542
535243;314600000;31460;31;76;all;all;2;2;1255.5;1860821
536038;314830104;31483;31;76;all;all;2;2;405.0;1861017
537762;314620000;31462;31;76;all;all;2;2;3087.5234927360093;1861429
546338;314840000;31484;31;76;all;all;1;2;1506.762489844513;1863480
549442;314900000;31490;31;76;all;all;1;2;2064.0;1864218
563171;314900000;31490;31;76;all;all;2;2;3933.0;1868213
567969;314170102;31417;31;76;all;all;1;2;5012.0;1869631
584822;314880104;31488;31;76;all;all;1;2;1350.0;1874366
626951;315570106;31557;31;76;all;some;2;2;1758.0;1886365
704801;315555503;31555;31;76;all;all;2;2;4068.0;1908473
732019;315552402;31555;31;76;all;all;1;2;5596.5;1916953
840153;315554007;31555;31;76;all;all;1;2;3733.5;1950754
841552;315552501;31555;31;76;all;all;2;2;2353.5;1951205
917360;315551502;31555;31;76;all;all;1;2;4351.5;1974775
927186;315555202;31555;31;76;some;some;1;2;3358.0;1977795
964653;321320103;32132;32;76;all;all;2;2;3087.0;1985929
978909;322610000;32261;32;76;all;some;3;2;3621.7036728182356;1988806
979503;322650000;32265;32;76;all;all;2;2;2422.1151791187017;1988926
1013263;320130203;32013;32;76;none;all;0;2;1206.0;1995841
1019145;320130201;32013;32;76;some;all;1;2;1468.5;1997675
1054237;811160000;81116;81;76;all;all;1;2;1901.707423036134;6362304
1057759;810990102;81099;81;76;none;all;0;2;3110.0;6363286
1067512;811050107;81105;81;76;all;all;1;2;1083.0;6366125
1094563;811830000;81183;81;76;some;all;1;2;1909.0371720618166;6372480
1095908;811920000;81192;81;76;some;all;1;2;1657.9785634294853;6372742
1099189;810210103;81021;81;76;some;all;1;2;435.0;6373394
1116402;812220000;81222;81;76;some;some;3;2;4469.012468514087;6376829
1150319;810040303;81004;81;76;some;all;1;2;414.0;6383808
1154555;810040802;81004;81;76;all;all;1;2;429.0;6385161
1181880;810650204;81065;81;76;all;some;2;2;810.0;6393341
1200187;810650205;81065;81;76;none;all;0;2;3258.0;6399131
1203872;811630104;81163;81;76;some;all;1;2;3577.5;6400265
1241473;821120102;82112;82;76;some;all;1;2;3937.5;6409337
1254178;820980000;82098;82;76;some;all;1;2;3785.345418750225;6411949
1254261;820990000;82099;82;76;some;all;1;2;3474.53689601106;6411965
1260449;821190000;82119;82;76;all;all;2;2;1651.5611436148947;6413203
1261359;821240000;82124;82;76;all;all;2;2;4490.784957763879;6413387
1282776;821670000;82167;82;76;all;all;2;2;3550.796191227375;6417669
1308183;821210401;82121;82;76;some;all;1;2;4291.5;6424515
169;090040000;09004;09;76;all;all;3;2;1442.4083108397574;410155
17009;092610102;09261;09;76;all;all;1;2;3563.0;413563
24848;091430000;09143;09;76;some;some;2;2;3229.3614692846772;415117
28331;091580000;09158;09;76;all;all;2;2;3097.0779758906338;415803
29515;091670000;09167;09;76;all;some;2;2;3237.5822360179436;416041
44899;092140000;09214;09;76;all;all;2;2;2337.0926116405944;419117
49438;092650000;09265;09;76;all;some;3;2;5075.101082630319;420031
60713;093060000;09306;09;76;all;some;3;2;3890.978421231731;422317
77445;110180000;11018;11;76;all;some;3;2;2493.5839054326475;462035
77464;110180000;11018;11;76;all;some;1;2;4093.1027352368674;462039
87018;110490000;11049;11;76;all;all;1;2;708.0;463960
88192;110670000;11067;11;76;all;all;2;2;3880.299330960098;464197
97373;110760105;11076;11;76;some;some;2;2;2382.6;466587
101804;110910000;11091;11;76;some;some;2;2;1841.1872405678776;467575
103193;110950000;11095;11;76;all;some;2;2;2780.160512207439;467860
133223;112060102;11206;11;76;some;some;1;2;4485.599999999999;474970
137460;112010000;11201;11;76;all;all;1;2;2093.2262502956264;475853
141337;112170000;11217;11;76;all;all;1;2;1303.1367543154724;476635
170735;113510000;11351;11;76;some;some;2;2;5113.9455406232855;482501
176688;112660101;11266;11;76;some;all;1;2;3751.5;483691
178913;112660101;11266;11;76;some;some;1;2;2874.6;484137
189323;114050000;11405;11;76;some;some;1;2;4267.186002224879;486208
198205;114290000;11429;11;76;some;some;2;2;3005.1040118443407;488007
198655;114290000;11429;11;76;some;some;1;2;8386.42573888682;488097
199061;114290000;11429;11;76;some;some;3;2;4495.344283352607;488177
213050;110690702;11069;11;76;all;all;1;2;1056.0;492416
224572;112620401;11262;11;76;some;some;2;2;3148.7;496062
277710;310650000;31065;31;76;some;some;2;2;373.14541683724946;1803134
284146;310800000;31080;31;76;all;all;2;2;1637.6744402332035;1804421
292562;310970000;31097;31;76;some;some;3;2;7739.068170373331;1806122
296041;311010000;31101;31;76;all;all;1;2;1282.2157088841911;1807057
297515;311060000;31106;31;76;all;all;1;2;984.8910657814663;1807455
314369;310690108;31069;31;76;some;some;1;2;914.0;1811956
327228;311130102;31113;31;76;some;some;2;2;7012.5;1815366
345438;311500000;31150;31;76;all;all;1;2;1150.0;1819976
353121;310220102;31022;31;76;some;some;2;2;7124.0;1821544
366389;314670102;31467;31;76;all;all;1;2;1074.0;1824260
368921;310220102;31022;31;76;all;all;2;2;279.0;1824775
394643;312480000;31248;31;76;all;some;3;2;696.9;1829916
398990;312490000;31249;31;76;some;some;1;2;2016.4356840081673;1830774
400817;312520000;31252;31;76;all;all;2;2;5529.860845104242;1831139
408412;312640000;31264;31;76;all;some;3;2;3254.223724955035;1832649
409674;312320102;31232;31;76;all;all;1;2;1358.0;1832902
411039;312700000;31270;31;76;all;all;2;2;1430.1816336176928;1833176
424883;312320101;31232;31;76;all;all;1;2;2087.0;1835964
432638;312030101;31203;31;76;all;all;1;2;3475.0;1837589
435126;312930000;31293;31;76;all;all;1;2;1456.428468697019;1838202
441457;312030101;31203;31;76;some;all;1;2;5010.0;1839794
444046;313950106;31395;31;76;all;some;2;2;4716.0;1840445
445234;315470103;31547;31;76;all;some;3;2;5235.0;1840748
455501;313950107;31395;31;76;all;all;1;2;1457.3;1843315
458053;313240000;31324;31;76;all;all;3;2;4191.7071389460325;1843825
468355;313510000;31351;31;76;all;all;2;2;1204.5;1845853
475854;314990101;31499;31;76;some;some;2;2;6142.5;1847502
482146;314240102;31424;31;76;all;some;2;2;1722.0;1849265
483956;311870106;31187;31;76;all;all;2;2;1479.0;1849784
489580;314990102;31499;31;76;some;some;2;2;7972.0;1851333
511772;314130000;31413;31;76;all;some;3;2;4266.697529236775;1856084
530315;314580000;31458;31;76;all;some;2;2;3281.4;1859792
549864;314900000;31490;31;76;some;some;1;2;2803.7;1864321
550036;314900000;31490;31;76;some;some;2;2;9207.0;1864358
565382;311490201;31149;31;76;all;some;2;2;4040.4;1868870
568900;314910000;31491;31;76;some;some;3;2;8435.263112892133;1869905
603869;310440106;31044;31;76;all;all;2;2;8460.0;1879447
633227;311570102;31157;31;76;none;all;0;2;4759.5;1888244
633421;311570105;31157;31;76;all;all;2;2;2727.0;1888310
652033;315730000;31573;31;76;all;all;3;2;5673.469458809692;1892616
672472;315550202;31555;31;76;none;all;0;2;3960.0;1898325
690636;315551801;31555;31;76;some;all;1;2;3090.0;1904050
691160;315554801;31555;31;76;none;all;0;2;1608.0;1904211
691528;315554702;31555;31;76;none;all;0;2;950.0;1904335
695327;315551001;31555;31;76;none;all;0;2;2970.0;1905517
708264;315552901;31555;31;76;some;some;2;2;7049.9;1909586
708528;315550902;31555;31;76;some;some;1;2;2580.0;1909672
714286;315553501;31555;31;76;all;all;1;2;1948.0;1911414
721175;315554001;31555;31;76;none;all;0;2;3629.0;1913566
724591;315554007;31555;31;76;all;all;1;2;1847.0;1914640
731235;315555701;31555;31;76;some;all;1;2;4542.0;1916711
739800;315552301;31555;31;76;all;all;1;2;1615.0;1919394
757002;315551103;31555;31;76;some;some;2;2;5780.0;1924742
759957;315553301;31555;31;76;all;all;1;2;1156.0;1925689
778398;315554503;31555;31;76;some;some;2;2;1545.6;1931465
780507;315554501;31555;31;76;all;all;2;2;5496.0;1932111
787301;315551801;31555;31;76;some;all;1;2;4113.0;1934255
793473;315552203;31555;31;76;all;all;2;2;3187.5;1936115
832517;315551502;31555;31;76;all;all;3;2;1238.9;1948338
844303;315551807;31555;31;76;all;all;1;2;4030.0;1952049
886123;315551807;31555;31;76;all;all;1;2;2248.0;1964999
915690;315551901;31555;31;76;some;some;1;2;2336.7999999999997;1974251
960278;321650000;32165;32;76;some;some;2;2;4188.660151382403;1985045
961010;321720000;32172;32;76;all;some;3;2;3465.3612418768485;1985190
962694;321850000;32185;32;76;all;all;2;2;3672.1721679860934;1985529
979982;322680000;32268;32;76;some;some;2;2;8212.623622173125;1989019
985185;323020000;32302;32;76;all;some;3;2;3368.7692312360746;1990060
988318;321600101;32160;32;76;all;some;1;2;2120.0;1990675
1019898;320130302;32013;32;76;all;some;2;2;1128.0;1997918
1034061;810460000;81046;81;76;all;all;1;2;2524.4901644849174;6358245
1036681;810520000;81052;81;76;none;all;0;2;3932.753397826688;6358771
1052472;811080000;81108;81;76;some;some;2;2;608.89307010208;6361955
1061981;811210000;81121;81;76;all;all;2;2;1896.4090566861105;6364540
1063853;811050107;81105;81;76;all;all;2;2;972.0;6365091
1065669;811240000;81124;81;76;all;all;1;2;2678.71950826982;6365613
1067156;811240000;81124;81;76;some;some;2;2;4852.967778515587;6366027
1096988;811960000;81196;81;76;all;all;2;2;2874.5105464418075;6372954
1098411;810210101;81021;81;76;all;all;1;2;1285.0;6373237
1106799;812150000;81215;81;76;some;some;2;2;6956.12222448663;6374904
1109576;811200102;81120;81;76;all;some;3;2;4789.8;6375459
1112091;812190000;81219;81;76;some;some;2;2;308.0;6375958
1134223;812730000;81273;81;76;all;all;3;2;1883.559656359635;6380364
1143960;812890000;81289;81;76;all;some;2;2;3515.178314569062;6382315
1147471;813080000;81308;81;76;some;some;2;2;869.1917552942549;6383030
1154647;810040402;81004;81;76;all;all;2;2;855.0;6385189
1156548;810040202;81004;81;76;all;some;2;2;317.4;6385820
1182875;810650902;81065;81;76;some;some;2;2;210.0;6393647
1183680;810650302;81065;81;76;all;some;2;2;1453.6;6393892
1245880;820790000;82079;82;76;none;all;0;2;3094.5253596325965;6410286
1247692;820870000;82087;82;76;all;all;1;2;2037.0998641132644;6410651
1253740;820970000;82097;82;76;all;all;2;2;2293.17338026441;6411861
1260404;821180000;82118;82;76;some;some;1;2;1950.353980214982;6413195
1260540;821190000;82119;82;76;some;some;1;2;5626.624587543239;6413222
1265417;821250000;82125;82;76;all;all;2;2;2959.5;6414195
1268216;821270000;82127;82;76;all;some;2;2;1842.0426991890693;6414753
1276033;821420000;82142;82;76;all;all;1;2;2604.982369655274;6416317
1285968;821730000;82173;82;76;some;some;2;2;2509.4044385341444;6418305
1289032;821860000;82186;82;76;all;all;3;2;2676.0;6418919
1302167;821211001;82121;82;76;some;some;1;2;4878.299999999999;6422607
1303311;821211001;82121;82;76;all;some;2;2;8008.0;6422960
1310207;821210405;82121;82;76;some;some;1;2;3490.0;6425161
1357473;315556002;31555;31;76;none;all;0;2;793.0;8152685
263;090050000;09005;09;76;some;none;2;0;2103.1846010855747;410173
54278;092770000;09277;09;76;some;none;1;0;1802.5889541841443;421002
74094;110010000;11001;11;76;all;none;2;0;4229.942095374221;461363
90817;110700000;11070;11;76;some;none;3;0;920.2774656812784;464867
98382;110760102;11076;11;76;all;none;2;0;733.5;466853
